,Fecha Emisión,Fecha Publicación,Delitos-Modalidades,Juez,Sentido del Fallo,Descripción o Criterios Judiciales,Sentencia,real_url
1459,06/noviembre/2018,06/julio/2019, ,RICARDO BECERRA BARRAZA(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA MORAL,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx1EbYNm6bkU3gDouum1/ibg9biFybMZ6j2iPUepaH1fsTtqf4xiEeH5yLLTRKN6/Dqvx5DLsrv+HjwMLAJKcFyidEm1f1+aSV7qpIVpCLhCXtesEk6wMAKDizBY4FGhjKaiB+0gIJFrafTIykNjQhmb/eE5+FsKmgsZKH8dYBN4T8AauY8INHXJKGeXybwiV64=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60795-2aa04b70-dadc-4a0f-8e4a-83f8f930d9aa.pdf
1460,06/noviembre/2018,05/julio/2019, ,ALEJANDRO CARLÍN BALBOA(Elabora),CONDENATORIO,DELITOS DE CHANTAJE Y DELITO CONTRA LA SALUD,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx3kCI47uLFOSNlVKRmE2yCX4A7/NCXBlh5mLqhsRZquLYrDBfFWjZO9pkGqAmMBSOxr4LkOb9bcn4ukKa0kv0SoWnIqRqAeB+f7ShGSshUiv2iKpA3zrUbVeRzRzDQUXVvYM9r/k/6CsfKcwSNGOpp59V3EdDDBoJBbYsCqnMnO2XrCb1SEc/+xJthSo9jkV8A=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60797-6efd8845-00d2-467a-ab54-58034d7fb1d7.pdf
1461,05/noviembre/2018,30/julio/2019,LESIONES CULPOSAS SIMPLE,MARCIA MONTSE IBARRA AZUETA(Elabora),CONDENATORIO,CONDENATORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx2D0LJMBQcCxCjgoBWJeVQKDRqrdVmhb8fmS2OXMKjWl3TNK5KJXulhBq+mZ9FSV42dtOSwo0VeJ/WBtoXcr9Sj0zYL+U58ZM9yb1pMoCZ8i6fE96UbaHTYcDaSKlZd9x0YQBwGu9R6Xqvp1p5nhKsirdCaan+yPKsz/0pAjx8Px18qHKU+0Y3KPv5xMPmZS8c=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60802-a95c86d7-2d1b-4ee8-b928-41cdd8a932c1.pdf
1462,05/noviembre/2018,26/julio/2019,HOMICIDIO DOLOSO CALIFICADO,"MAGDA LISSETT CASTILLO BETANCOURT(Preside), CARLOS ALBERTO SALAS GONZÁLEZ(Vocero), OTONIEL LÓPEZ VÁZQUEZ(Elabora)",ABSOLUTORIO,ABSOLUTORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaXezjQyUaAjQEq8gOfU7IU8jJXJ0FOQsiBfCO4ELAt6bpT0KpSwbAHVDvkOF4UayHhckBsKGqkEhlxdqNiCNOlFfk/o6QrWr15ViAdksqoN/a0e9SADnuqeXPJr/wgYeOMg+ZkLFuTOIs0kByeW14q1oinlXhslmNky/8/AyrsSzdkUvWutWN4MzguxiaXJ6Tw=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\40471-0c02b926-b512-4df9-a7bf-6366248495ca.pdf
1463,05/noviembre/2018,30/julio/2019,"ROBO CALIFICADO EN SU MODALIDAD DE PANDILLA, ROBO CALIFICADO EN SU MODALIDAD DE PANDILLA",MANUEL HERNÁNDEZ CERVANTES(Elabora),ABSOLUTORIO,ABSOLUTORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaUPiuOvePV2mmFyEci2IwF+7v2HmLKObclILRL3ZS49ROtQ/oJXq8TZ+G+3VSbiSQ+0Xrk5kXPQ+7lPEyx/PTJu3hNpkC+LaidatGtQoqQZp0E9tPJ53HukoLQ18JBRoBw4PpD9qKxGbqAq6B/+5WEFDUOrvBIew670YXw+EZHOPZf/FWN2K7iddW2IsciCiuM=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\40477-20dcfbce-034e-4f24-a2dd-8ac4d38bd979.pdf
1464,05/noviembre/2018,30/julio/2019,HOMICIDIO DOLOSO CALIFICADO,HERLINDO MENDOZA DÍAZ DE LEÓN(Elabora),CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaV41h5cLSobFtV36ESoh/PJD7SQEQmNq+satHMdvNf0Rvi9GCFo4lRPBM92g91ZV39yNPu5sdNrNHea34lx6YjM/JTp/PkgmhRFF4pXxxlBXoNMYmiyCmMg6xZ23UWrfR8NP7+I//NEEBDQVSF4yuD0a6Oy97u+bilDH9d5GqNxfCyJXF5uCnmFpE2ZdOuvzO0=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\40483-173451e9-17d7-4aa6-a705-89fb9bb26892.pdf
1465,05/noviembre/2018,05/julio/2019, ,IRMA MORALES MEDINA(Elabora),CONDENATORIO,SENTENCIA CONDENA ABREVIADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaVdxw/cN4IhwGer/9beW+KBadqZgE8+8TdLyrNMf/2if/RoqAGoLLu/vcYYzoxpcJbOdOQIvH9W8OMyymRo17sWWvfoOIF4inMjcbr4ZBl7tOrW6MH+xNRM8kTWsEpLY2XnspY0NVKnLDo6AkPpd4CZuzLiBiRLGYkzTqw30m9KLtAn5n22G5ezpSJ11KMZeXI=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\40493-affc35a6-86a2-4e8c-bb34-7b0ffe1fb817.pdf
1466,05/noviembre/2018,06/julio/2019, ,PATRICIA ALEJANDRA GUTIÉRREZ RAMÍREZ(Elabora),CONDENATORIO,SENTENCIA CONDENA ABREVIADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIzMEsamC03JyWIaTbJIwCgHPCv/1HPYMr+H7A6IV6tzcjnpWOxg38EJfrkReHjEh+w2sHTlx52qqlNoJhI6EmcKKS83l5eO+clwAfGQfqJvYFUyPElZv3gkobkmbQlMJT4ZC3EsHl6tlgUpxnLjfQaBFfGKlqp1dTE5zXOSyJ2RmGcIpBqT5Csw/XWfOuXFzLk=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\59681-ef73159c-ad2d-4f70-8042-9bf67f94d044.pdf
1467,05/noviembre/2018,05/julio/2019, ,MÓNICA JANNETH SANDOVAL GRAJEDA(Elabora),CONDENATORIO,SENTENCIA CONDENA ABREVIADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIxUrde2XaW23zwppp/STw1dM3ZSwO+S3JnVysOwlm/RQluwHb3uF5gveaRiZURelrf+XGvDAbmbrMlXfUiKDcUlH8Do/CT3d7wQW5CUY2Ox3eFJW1QMvG7cSYGHrH8HqRT0ZFCrCFNfh+5HWd8B2oaSWML1Hl9IFUm5cz+QpgFUDi4cB62U53xGdR7GJwti6ts=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\59685-196d64c8-ef4a-4a20-95d0-4b4eb29c3f9b.pdf
1468,05/noviembre/2018,05/julio/2019, ,MARCIA MONTSE IBARRA AZUETA(Elabora),CONDENATORIO,DELITOS DE ROBO EJECUTADO CON VIOLENCIA MORAL EN UNIDAD DE TRANSPORTE PÚBLICO Y CONTRA LA SALUD,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIwLdfmQ16MwHe2D7sZGkKz7eLHVMLwtb4ObPjmB5S+6l9pwejmnwuwNJOX/fRFpfRg97gUnabVH28MiJcHKw8APSHvvKAvnBuHcDReTxWntiwJh2yHCgn1poRdAfGFbfdwxkWXjMd/i8Aw2nl8UU3QI4ubrzNWVIIgyLdxVgWm0lgI/CjRRvieKrkhva6QuehM=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\59846-702a52c0-f394-4480-b104-7793fef6e4c1.pdf
1469,05/noviembre/2018,05/julio/2019, ,MANUEL HERNÁNDEZ CERVANTES(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx0D+L3tA1lHJl0XJHHyCeumYoIlFQU5C5ajiouvhoc5rTB3pFpaVikhRt3eoK/r9nsuyzJjOL8NtSZ1FgeiyVyw+y83GrKAx8/VdiXbJWUUu3Nwi7ym+HeCg+06wpbuxShSX700gbTVasErnm7wgT9ovOLJ5YHQ3qDauICwpRwBJbHO5IesJr5lia0BoDVEsIs=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60783-832e04d1-2373-487e-865b-0961519ba249.pdf
1470,05/noviembre/2018,06/julio/2019, ,ADRIÁN LEOBARDO RÍOS GONZÁLEZ(Elabora),CONDENATORIO,ROBO CALIFICADO EN GRADO DE TENTATIVA Y ROBO CALIFICADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx3OCYnm3DGu673Sxta9kNTs/+LCNjv7awkhbvxVHiNx5gXvZ0AxV2e2pHMFd6NnvNwEUqIap718jDSbvnnFd2uQv2hUNZtEAG7Vz7J/VToi+4/snyCW8vBV8qZU50nOwxbf9KhzRZRppUdrzXKIggZaP++HuS6eS/LfrK66WSUeNkRu79ig7RnpYKpJlNwLCjw=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60786-d740d43e-8f23-428c-8580-adeeab4931cf.pdf
1471,05/noviembre/2018,06/julio/2019, ,MANUEL HERNÁNDEZ CERVANTES(Elabora),CONDENATORIO,DELITO DE ROBO EJECUTADO CON VIOLENCIA FÍSICA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx0+c+8y/i0552OVYGYSlVZ5krCZAFo2VW3NJCS2/Nwvm1LwJpbmxgSfDXC071tXf8q2ywp2UpUDu1KuXwq48gPBfKiO8ymSNqoBYIPWvni1zTVHoUcfG0kwxTNyHgpuIRF8xkCp/jUczjjvv86PCRiqpGzV62Yi8mr+RnZr8LLqiFnbwY8ssovNF4248fry8AA=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60788-41875bce-57ef-4c34-9e66-df74c878d5b9.pdf
1472,03/noviembre/2018,31/julio/2019,"ROBO CON VIOLENCIA, ROBO CON VIOLENCIA",BÁRBARA MELISSA GÓMEZ ÁVILA(Elabora),CONDENATORIO,SENTENCIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx0M3GyPcuGl2QSxa7NeHvH35vKqgR7i4orGwLz3Z1Z/8hxLuBxmNsgBxE/qKAcRlyvZqtmYT8YZC0aqju/fjgNm5jL6p5LBrCDjGqVVakyaFdo63I5a4QIQrWJxU27UQxEqvmn1akyLbq7oTTCQrgRbWLGOjvEybvcA7CXDwP3glqAd1AYNdq+yzi3tqxvO8dg=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60790-9b0a0f1a-2205-4523-b4c0-b6e6a9d3740d.pdf
1473,03/noviembre/2018,05/julio/2019, ,JUAN ROBERTO ORTIZ PINTOR(Elabora),CONDENATORIO,ROBO EN GRADO DE TENTATIVA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaXSfhIHz9Zx5y/UT9pCQYF0OtMXo4mUWRW1lc0TRv+FPd7BLad8Fr5vlhXELTkKuzGO3zQF0vFOQuRvMILTyg9RP/PXp1oIL0DZY8iTkAct79kTBTy90MOy/CC7/3eUrHfz4zy8PDhpdTGKIZM7XRm0Sz8An7JRAsTiOTPsv6jElocpCzmM7rjsQL60sxF5H3M=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\40431-e5ac65b3-bbe2-44e4-afe2-2f1cc6f417e4.pdf
1474,02/noviembre/2018,30/julio/2019,ROBO CALIFICADO,JESÚS GERARDO MENDOZA GONZÁLEZ(Elabora),CONDENATORIO,ABREVIADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx2ThUhHkKjJO5FavRmvoAhD6wUcASSwCDEK3QYHxnEE+Gx8U95v3GFmeN9NoczDK5AxBrp/BWccmuV5x0HUrkOBmejY9eRGnURLr2dwm5DMoJPTRlfvD+rByCSqNXIeftSxwfe/SeUujqbj5yCBd0tNaQM0YgwphfVJUH3tsDkeJD/ejU8RsUEXzkBYMWmmu6U=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60781-b373dea2-be65-40f2-b730-adb725d51163.pdf
1475,02/noviembre/2018,26/julio/2019,ROBO CON VIOLENCIA,JOSÉ HUMBERTO DE LEÓN VILLARREAL(Elabora),CONDENATORIO,SE DICTA SENTENCIA EN PROCEDIMIENTO ABREVIADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaXfx8kW2pwFFRE6X+eLuyFplWg20FO6+AKeTZQbcl65V54uC7SOh2gvq3Ob+COdk0s47oahKu4WntdU+awtKHQcnYUOtAoWGTE8L8wRwe1YUL/ClvgFQKMLNPbptfC52/IFL4IVroof/IRwjboMFDTAbfQciyhLR17gvMIfSLzBuKIkSctwwqW027iDic9knBQ=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\40395-ad187c72-fde1-404e-b35b-d7e454e899b5.pdf
1476,06/noviembre/2018,05/julio/2019, ,ADRIÁN LEOBARDO RÍOS GONZÁLEZ(Elabora),CONDENATORIO,DELITO DE ROBO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaUv/hFbdpMMZ9cpDUsqMyIFxBjE5TkiM8JaqAQYAkvTNu7HToGhMVoAUkOERA2cbNWBJLvZ+apyi0WdGzCBBuGmQrRMdz1rpie1B3t+cw7abtS6SG4yL+CRyMtqhdxLTkfc1rL5r6u2mTYbpbQnvZCrXZqMiixx1HW5CaLgKeN2Kxv5aYZapDT2ySaYFjjymJI=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\40418-ad0f4fe1-8458-4723-acac-3d3e7537fb33.pdf
1477,06/noviembre/2018,05/julio/2019, ,MANUEL HERNÁNDEZ CERVANTES(Elabora),CONDENATORIO,ROBO CALIFICADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx2i3i/PEOfRRxeCG2l4o12RfMNDZBa/+nuzgBl142sKNqZ0YA4ZeQkerWb1HOCY8cvdlZdWyQrWo51o+KZLlopQXrf1ZBWzAcwzjNcoHQJY44uRpvu80mmBITyWNF640glQisjnyg4ybGe4G/eAb02Fj2Bo32JFojRKV6CfqesXukCkpPHeVj0bbJWSY1jIZaY=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60792-998b8807-7612-4da1-9610-aa2deb023a14.pdf
1478,06/noviembre/2018,06/julio/2019, ,RICARDO BECERRA BARRAZA(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA MORAL,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx2L0dQCqhek+IMynRVjmKtjh7aiXH9Np9Pey6f5P4eVp6l7zCZkMnWAS0A0rJwdr6g/0Ue/0FLhQRNzo9q0OlwIeqbAHZ4bNA3v1aLUHA7fkEbg+RaQsj9vOpbd3xQ4z2NTxt3eqTdE2KSuqb1iWkilrlL2OuQ3LdL1AINYO9n4W4XQQbhmg2G3KjAgCmM4n+Y=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60795-6cb53387-3eae-4789-b489-4aa33208b297.pdf
1479,06/noviembre/2018,05/julio/2019, ,ALEJANDRO CARLÍN BALBOA(Elabora),CONDENATORIO,DELITOS DE CHANTAJE Y DELITO CONTRA LA SALUD,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx3z0bwVGLHR/4tnrHegcY4D8hIdC1uyV+ZuGW3P9H+Wsz1EomVfYyfFDVQaQCNBQs7VxoqX2LKVIF2QbAsPYlfTnd/wgaP0hAX3yJ4t/Ed7cASNAwjmEvLy7xlNLVUPRtCXogK+e2g3hoF/IjqK3nXhJnhO6VXUPreMOssx4rFvoRD9d/u+TfS8WQQP5AarN7Y=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60797-26ae3c2a-a595-47cd-a1fb-e3f07bc238f9.pdf
1480,05/noviembre/2018,30/julio/2019,LESIONES CULPOSAS SIMPLE,MARCIA MONTSE IBARRA AZUETA(Elabora),CONDENATORIO,CONDENATORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx03ZzVMR0NMe1JvjshGo2JoVM0mdrKU1C5Cofuld/66bBww9WQe8cof2PTmqYSfv9heh8sWQGObOHD9ScF0GcFs4Djks4UZdqg11X+pEMsbFNjCJK8s6sDTQlGhUCsL4FOGIAi+OrjWPG6CCRdJnfTC87lZ4oF+GL95vbdQLn7JTV6pMTw/q2NHd3de18vzjb0=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60802-742a1a9b-efa2-4ef9-91cc-ae7f5bc1d435.pdf
1481,05/noviembre/2018,26/julio/2019,HOMICIDIO DOLOSO CALIFICADO,"MAGDA LISSETT CASTILLO BETANCOURT(Preside), CARLOS ALBERTO SALAS GONZÁLEZ(Vocero), OTONIEL LÓPEZ VÁZQUEZ(Elabora)",ABSOLUTORIO,ABSOLUTORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaUR3WBY9mOxr2LOhsHnowIWaQ6W3226fdqruBkoEUAYM1A8ZEjTayCiuIHCjRuiicSeNHfWCVLM3iHstrZzHTxuHNGG4heFlMNaI17emD7mQ5WHrzyeNBWWkyyIqbLMQ10wbeG+8Qdu0iIDdhtXEBsOpFuJNr4kxTmQY2N/iW/sZfxX+aDDNlWnkQzAwQRcXXA=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\40471-2554448c-95ea-49a3-8a3e-3d5fb31f8b54.pdf
1482,05/noviembre/2018,30/julio/2019,"ROBO CALIFICADO EN SU MODALIDAD DE PANDILLA, ROBO CALIFICADO EN SU MODALIDAD DE PANDILLA",MANUEL HERNÁNDEZ CERVANTES(Elabora),ABSOLUTORIO,ABSOLUTORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaWJrkTu/ACFWID0tpWczH3V3hUqlxnjvSgbOUEUh6x9SZO4bJjDLvuUiN7U84f/Y10txB5k5kQF/U8qdNy5Hh2jNtU3am6bzDRf8WwBLl9HEnJ4msK60fF9IEwTdm8XBZxNm160o+wcSkfPZE7+38kUsjOJTDUwUGJUZRgPTNypqaDHDvmOHFqAonDdfjkTpI4=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\40477-b0ea4a01-e7a9-4edb-b664-b3510b25b9cc.pdf
1483,05/noviembre/2018,30/julio/2019,HOMICIDIO DOLOSO CALIFICADO,HERLINDO MENDOZA DÍAZ DE LEÓN(Elabora),CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaWcxMq9kuQG9wCWhydzKzKzs72r8dAQ/dYhoeZ7Fs9+jU06hSuz1/sj22xHMfhJVD1fvB866HEuvH0UhTZpVqvZb3Srp4m2TzVNcnatOI0b0WthocxWAcjUg7ll0HuSg46fc3YlLpxnRSEqSlSA4O9WFQpneIrCXzjpuAT6RUmofcTVI4gdJWQ4n0LpuSk2j3Q=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\40483-09fec099-06dd-41d3-a6cc-12c85219eabd.pdf
1484,05/noviembre/2018,05/julio/2019, ,IRMA MORALES MEDINA(Elabora),CONDENATORIO,SENTENCIA CONDENA ABREVIADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaX/RQK9ohN8TWN64vw8Gq3F6CUx083avfJFF5bt88GTtJLHuT84IR5BKxKochtx6YRvhMF3kDBWv5o2h06HF0w6ULWP3Nw6m8++moHKxogFtICbTMeHSmJdjIx5bYleanPnhYjAXTrtr9AMd80QULaUO9VQlPCgsveCbNihUyJl/ywh5//fQMtlXGeVp/Ew3ck=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\40493-67235d72-2cc2-4762-ad30-93a0e5e12d18.pdf
1485,05/noviembre/2018,06/julio/2019, ,PATRICIA ALEJANDRA GUTIÉRREZ RAMÍREZ(Elabora),CONDENATORIO,SENTENCIA CONDENA ABREVIADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIxenztVr2vAAikPlxXBRdNmZEFmW+oPriWzSqgNSNAMrUtehKHeC+r0qoLyTiSj/WIERyA/L6zOVr5F2Nzh20uolFcJzSg2SvRaX6+xZv8tTsTzCc0oiEl/rA0XVR1N0bephhw7Vajn+7puEmycK4/b/CycmV/3pQR6RY/SYaipt+DzfoatadLjpW0OdqMK/fE=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\59681-5d73483d-a29a-49c9-a20e-af43784e0904.pdf
1486,05/noviembre/2018,05/julio/2019, ,MÓNICA JANNETH SANDOVAL GRAJEDA(Elabora),CONDENATORIO,SENTENCIA CONDENA ABREVIADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIxsYNMN74YgZpkuqCNmV63JYR6iRZFSby0GBVSLXPxOXj6sJWWAya5oQXsKfzpyUYStMrw1l2AKwHT5313T6zdtMwG/j+5MQME/jqXaiBHjJFVa+oL8je65D4pydxA6+R63Xhcpfhzv78bNEhYr5wgZb3HONIY9+88ogW4PR0o8fPu5k3wvCaceyJBjpSs7lvc=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\59685-1e82ef18-e14c-463f-b9ea-c68428f4267e.pdf
1487,05/noviembre/2018,05/julio/2019, ,MARCIA MONTSE IBARRA AZUETA(Elabora),CONDENATORIO,DELITOS DE ROBO EJECUTADO CON VIOLENCIA MORAL EN UNIDAD DE TRANSPORTE PÚBLICO Y CONTRA LA SALUD,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIxInC2tpCaVTFDpOM8mLhJKwCZmVAj+LUvnjfirrLzUkTfD8fqANpfi5K9110J2GR7r8Rgeqh6N+o2H55d3YEvkgXkUChGliQ8OH05EY37vq6E2OG8hJL7FOoIKdHKNcaoG8otS8xWnOqzPNNO5ZlxKuXDp32fvP020l+Vyho9Yr4gFTaNJgdVwiXtd5OWHbSQ=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\59846-38a76b0b-1118-419a-9de2-de35412c697c.pdf
1488,05/noviembre/2018,05/julio/2019, ,MANUEL HERNÁNDEZ CERVANTES(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx21BbcZNVFl8WPY3GpGt9rFmQaUuwSAsFs2YzXXLEZTlo2hXLUQlymSuylXl3SdU0vF0bkq41hFLBDJXhZFtCrPdtpA2kiaTZfz/jcSWy6/aP/oIa32HX+8zJm4q6oszVHzXIdUQR7J+LoIs8/gRLFX6vSYCa/5U2jGW0Gp2D0LOXXFyPQEYVBYND+wyfhCaeI=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60783-ffca6a30-cca9-414e-aea5-a92433d7acac.pdf
1489,05/noviembre/2018,06/julio/2019, ,ADRIÁN LEOBARDO RÍOS GONZÁLEZ(Elabora),CONDENATORIO,ROBO CALIFICADO EN GRADO DE TENTATIVA Y ROBO CALIFICADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx3gSOdXj6PH4xmGmab1Frltvv+wn+7PfL+FmZ43wKEiznOdrnw2JtP66tP+v3mGOaJ6gr6b1/hM38leBDYyHCFwOcioAlAoseeo3CW3VI5R0Hb9V3jfrVKadRCB2+2MkR/kKCEnJi3dpanZE0Kac0MAC0T76Ch9UtRDle/v/Xn9pPlBzwLZBPewbWA6iKgORa4=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60786-8b3c1558-7c27-41f8-8a48-44d58ec9df9a.pdf
