,Fecha Emisión,Fecha Publicación,Delitos-Modalidades,Juez,Sentido del Fallo,Descripción o Criterios Judiciales,Sentencia,real_url
603,15/marzo/2019,06/julio/2019, ,JOSÉ ANTONIO ALMAGUER GARZA(Elabora),CONDENATORIO,DELITO: ROBO CON VIOLENCIA FÍSICA Y MORAL,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx3NLnik5hTou9VEsB0vMaJ2S4N60PIgyClB+YzW2ENkshERS1u9tI+dmVkg15qRx5hdhN101eghhT8ko22xITckqAopXtTmenNNdXes4gOV2SynuvZP/OeVCorO6oWX6Dr1swNmLsHTbWbFZUVsKuJW/EjW8XoEKzKKh8zN39x2OSrL8jZA4KtROhIFxDCtfKI=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\61214-fbf51de3-55d8-41fa-bcd2-caed16d49a4f.pdf
604,15/marzo/2019,05/julio/2019, ,MARCIA MONTSE IBARRA AZUETA(Elabora),CONDENATORIO,DELITO CONTRA LA SALUD,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx0CbK/3eoUF9xu57gLZjB5Ly+jA+UDvVg/x4Iv2PjmuHOO9GvKI8Q8ch8+XqbdbXkk3NIK4/9+XOHxsGcxgCClTObvMkIYuvsEkyFWEnOcW9G5KHjzsaDHwrJcJ/ZQgaI66QETdR0qXA8sw5iGjOMi/TikuRYL93UUnTWMvTRyMgKMaQzigpR+MLGCkBsB61OY=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\61404-9571fea7-fbf0-41bc-895d-f481c95d6c99.pdf
605,14/marzo/2019,31/julio/2019,ROBO EQUIPARABLE,JORGE ANTONIO HERNÁNDEZ TORRES(Elabora),CONDENATORIO,SE DICTA SENTENCIA DEFINITIVA (PROCEDIMIENTO ABREVIADO).,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx39UBgCOJxDEU3l1W7p6N1z0V8j4ukrMpqC0Yi8Gh+AhL4vEjd+Z9w6JeB9HpDCGSXZa4WgWirylixmQVCboFJf960NbV0zh2d3r0QRfZt4NSrr4luZa652d1/Ct1QS2n0MzDMqERR21PTjTEG+QhroYR7hU6UM+DstpfD4XQ0Ktsyz9d4aKQPoA1dthx31xAE=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\61455-13c35c13-497e-4010-b1f0-65bc3cd3247f.pdf
606,14/marzo/2019,31/julio/2019,"PRIVACION ILEGAL DE LA LIBERTAD, PLAGIO Y SECUESTRO SECUESTRO, PRIVACION ILEGAL DE LA LIBERTAD, PLAGIO Y SECUESTRO SECUESTRO","HERLINDO MENDOZA DÍAZ DE LEÓN(Preside), JOSÉ ANTONIO ALMAGUER GARZA(Vocero), MARTHA SILVIA LEAL GARCÍA(Elabora)",CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaV/hYQbv2BUsbtSDBFX4jnbVlaJLPC3H8STl0/cSYccRjAOiXAeUwmOk3JqtubQaDJkoS9z3ihmuyzvj45z+NOM9RR5ZdzxhJhZScn38QwszIhcj6liCOOFdum1JQcjjJPlfNRKbw74cCu1OIGDiXpp6gEk3l+2Q/Z4Lm78aEC6SaZAN4zIN9AYtYfYzWVUuHA=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\46676-bffd9a0f-6c6d-46c3-b1cb-7748a067cb23.pdf
607,14/marzo/2019,31/julio/2019,ROBO SIMPLE,SAÚL SILVA MANCILLAS(Elabora),ABSOLUTORIO,NO SE DEMOSOTRO HECHO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaXLRi0gsOl+jjkumbWYoUqLEz7S4FV49Z/MNYwXMVWtIFEl8euRGqSqrdHnMDnDiI7JseMdA39Cfg2MF7d3pYpXHeZrY8KKangHGDckJlZY4pHqAHLteme9NNCqjIlr0oRSJc6oKz4ZdwcrltPe/1oAcMSq9eW9ITftk4VP35MNiY3AGofMhgFGzq+9sY4eURg=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\46748-59945da5-3408-4d7c-af08-79e2c1d264bf.pdf
608,14/marzo/2019,31/julio/2019,ROBO SIMPLE,MARÍA DEL ROCÍO ALANÍS GUERRERO(Elabora),CONDENATORIO,SENTENCIA CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaUevwVotB9alCoirzv/Xp6vum3M72yVqy9H/rtfKd+DDdjCFO2eZ3QXKRZtOYhKdJI9gCaslifjIrN2iGtDz0uPx1Lr6Cr7MUi3iVAs4lhawCDDLnQ4vKX/yTH3IIlCg3uehvCF6MFYJYkMG6PBDp9PCNnqBVLyNqXENHGsuWCn5ANdFuGwyW8AUDRotXoPCQs=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\46752-2d106f37-4943-4b34-aa69-79cf2713894a.pdf
609,14/marzo/2019,06/julio/2019, ,MIGUEL HUGO VÁZQUEZ HERNÁNDEZ(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaVmzOhHUP9Sh8V8Glc7NHzCs7r3LUbpylNJDLZZXRRfQfg3m80ZAmxbherHDpxiwElbkEPSrsoIObLktLLh8JJ0pzCXWcdJ9cWo0iTay3ic56jUV0HEXgCkbCFd36bRNUdv6fYlLSl5SE0FfYtJQalUpjtyIABcikclYLAyP+HpU6JR7IpIhJFd8VaRjIco0a0=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\46758-fe8d2e01-c28a-48aa-931e-8c472c96e287.pdf
610,14/marzo/2019,06/julio/2019, ,MIGUEL HUGO VÁZQUEZ HERNÁNDEZ(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx3azq+cFjSRZqZCtYoNKh5OphzaFaihKLw/frWUot5drnvQyFXe5WBllSo2kTX5TqIGgCxpPckzXXizXMdSmKsN1poyv4aThx34P7CUR2dbm3002XSL2cLBDZx1y5ktorSvnq6HHT/0NY+tZX2dyFES7qkY2VJlq0j6r9bU8MdAuBxG9USTdG0jCLK0wDurYVk=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\61011-c1f7d3b4-c7c3-4133-bfd5-13e3887d690a.pdf
611,14/marzo/2019,06/julio/2019, ,VERÓNICA CECILIA DÍAZ LANDEROS(Elabora),CONDENATORIO,"VIOLENCIA FAMILIAR, LESIONES A MENOR",https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx0fp9nq7I94s2mIa3BB+nN6FOCQv8dvAtH+zxLqZaUW3+0PwpLkQyyCuvBNGKF3xFOkwPczq05wdmn0xrx/i1ftajivTmTHw8f2kAfwKVLbiMgUtIe2XdjwKNO4YYFjm/pgWXJwAvwL2sstVFomwfMR/zgAFOrAD9iIXbWrOEddI427ug/SeEJ+OL6xO60jTOE=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\61015-b86b1e86-e338-4cca-ada6-af8f583470eb.pdf
612,14/marzo/2019,06/julio/2019, ,MIGUEL HUGO VÁZQUEZ HERNÁNDEZ(Elabora),CONDENATORIO,CHANTAJE,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx3QHEZvse2oADg3bgc5SWC1h3h/YtVrI6vtFi6PP8nAssGxESus7deR0XkRif2YeJsFvapquB42Ob4Or4PV3lYpGVloRgo099+X5jtirVQZ2QvHfaiXZeUBRXJUJnMzPsw25R/FR8CeqZZ7Q8wm5/14ocaJKYtoF8nkZ8+W3orc4/7iWkTT3Zs1JqTon3V4o/I=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\61025-048c2e00-e098-40d0-8642-862e412dc59c.pdf
613,14/marzo/2019,05/julio/2019, ,MIGUEL HUGO VÁZQUEZ HERNÁNDEZ(Elabora),CONDENATORIO,DELITO DE PRIVACION ILEGAL DE LA LIBERTAD,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx1FxCHGwCDVuYTQmQSqFcAGlff7U+jAq3wr4qMqhLx/PSnxqL1Z2UA+V/8qYyQ2SZlcQ9r4ZAHWswJugT1sbLh4l7Gtu1u7/6O2S16PUvavJrnVhd+j5fkUsKcyoxlVay9xJsEJ+f/aWy8x3iTaKyM9FGjNh5gfCvZjVLLwoOw64cylGnHNxzcH7UEWGJIeUrE=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\61034-11af1463-0c7b-4151-bbef-b270559fadaa.pdf
614,14/marzo/2019,06/julio/2019, ,JOSÉ ANTONIO ALMAGUER GARZA(Elabora),CONDENATORIO,ROBO CON VIOLENCIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx2ZlXZzkoFR5a860yxaUrOHOWIdq4ePey4GHSRC6RKlb8ixuH3tci8nmeoGuFZPx5+U/ynZqFAgMNvy4jlGK94vK19Z54GHx757Ft1wvHEO0PLk6ICnOJF+rimyc++RAVPguLTOka3thBh6Vhf8mK6UGGXQxsqmbTZAc8Dm4/+eVZRoJZ4FT58pPSJ9KajTiG4=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\61390-fe8effcf-8f25-4545-b2aa-46f7585ae870.pdf
615,13/marzo/2019,30/julio/2019,LESIONES CULPOSAS SIMPLE,HERLINDO MENDOZA DÍAZ DE LEÓN(Elabora),CONDENATORIO,SENTENCIA CONDENATORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx3ZEnHarhdhq9Rxy36A3BuFDmPsjC3YoJEAcuE+8xDJZP0xst4ik4DErl3i6TcaEOqjYO+0e7rAe5elcH8UG2eYkvV7CQEtydSkz7l6elBU31ilz8Jk9E++3Acl7cW/+GTxcpY2XSbkVYzZlZFDBh6hHR+4PBBWREuX1p/f5KelsQz4F2cKWVharOLT0ttzFPE=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\61526-7c843694-ab35-4b27-88bf-82adbeaa4079.pdf
616,13/marzo/2019,30/julio/2019,ROBO CON VIOLENCIA,JESÚS GERARDO MENDOZA GONZÁLEZ(Elabora),CONDENATORIO,SENTENCIA DEFINITIVA EN PROCEDIMIENTO ABREVIADO.,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaWcwlkB1S4ZlcesSZMX3D8+15R4A+sxPo3y5Vo32EwKJqPJwq1Xh0HqO5AtQrjmmZNmzsFGDsuyLEMnZ4+izP5v21KvDwCEt7ke7m9hFenZZ2shN8MYMUndHpv0fs9HqCsfilSFw4r/IarnBrpcwgVnKkn1M0WjrQWH6nPpXEHYwy9SkMMscqIu9hg+vbGXjLg=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\46547-22eaebd4-ec94-462c-8787-ea5c360b89e9.pdf
617,13/marzo/2019,31/julio/2019,"LESIONES DOLOSAS SIMPLE, ROBO CON VIOLENCIA, AGRUPACION DELICTUOSA",LUIS ANDRÉS MOYA GONZÁLEZ(Elabora),SE REFORMA,SENTENCIA CONDENATORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaVMjmrT/Z5tzf9r56sC7AJ9QzlKjssPtD+WfNQtfdbdVGZA4p3sAjyg9DvlKmSSt3uiklfmcwRz8UYynV8ekwSi/zx2VLZzprQFXLLPQUu/sQgrx5wik5a1Q0UqGIZu4fZrDMhnqb7Wur8KQNyqCvXsBCCQjuXl8V2ykb+0iCBMpgOJJ/gRbIUKCQNKYLArMbs=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\46554-c1802b4b-8b42-4248-b241-3b26bc214647.pdf
618,13/marzo/2019,30/julio/2019,ATENTADOS AL PUDOR,HERLINDO MENDOZA DÍAZ DE LEÓN(Elabora),CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaVhv0cGKYMM0WCW/YgUunzcNYXyY7SOYautndiq9wR5b6QQUh7nvVgHVcpm/N/qfhoqDngTCK/aUrAcHTQAXhTb9qLY0l3LoiaLE4ePgJdTCStbdL0vPhO0BbW+Yo/HZBu6h3GiPjnh6+hqypMMSWW/Uw+gfrlilBB92AW+iLls3RFpsnz/Ip38O4evxkYpLcU=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\46593-2c862329-9a5c-40bf-be5c-6baf64e73a9b.pdf
619,13/marzo/2019,31/julio/2019,"PRIVACION ILEGAL DE LA LIBERTAD, PLAGIO Y SECUESTRO SECUESTRO, PRIVACION ILEGAL DE LA LIBERTAD, PLAGIO Y SECUESTRO SECUESTRO, PRIVACION ILEGAL DE LA LIBERTAD, PLAGIO Y SECUESTRO SECUESTRO","SARA PATRICIA BAZALDÚA PIÑA(Preside), ADALBERTO TREJO MORALES(Elabora), JOSÉ ANTONIO ALMAGUER GARZA(Vocero)",CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaUZFcainRYL58fC+FHzjgH7vXNGg8g6WcEkHiTrQWRLL72FRba8ypUWXvyiih0gx3/Lyod/DBUCIhkz1NuS5IknhdQ+EfHNNcpsOfd8wGK7sp3jrnZx11UwHOllaD39IcJ9m28CymfINPpcAEuUvbYogydXilNS4lSWrpntXtibY/M0/y77U2GIhIiP1gx6XlY=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\46593-952a2ac4-0770-4239-966e-5f5bcac19d41.pdf
620,13/marzo/2019,05/julio/2019, ,RICARDO BECERRA BARRAZA(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaWIMDER3jjUBLHCFP+QRmpAS2NcCQ0Gosa1Xc/tRy3OTk4eU2rACXcqMyhkSbP6D8wvTezXoX1AGHNkB14NwHQw41KVT6vVNdsc6+yHDOD5BoP1mJfvusHpbov0r603l/1UQzeUOMT+uxrsn0ZZegjL8wMhSc4CIjMjNQzoCBN9egyzjM4sCg4lsfPAwZmw8G4=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\46605-40c6bf1e-7b53-4582-9fa4-748e20303a7c.pdf
621,13/marzo/2019,06/julio/2019, ,JOSÉ ANTONIO ALMAGUER GARZA(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx3CnXGDURmoyHewe0AvkzPqJGSXI1loBi+sxdcIfISEbreE7STE9mape0vA6PqJyCzAAc6N3HkWZUsKYQY7DEnA3chbaNVmKsMSMZW4HGKvxs654yxAfLVEiVMmd2gDUWvsOh2yrdJayq73tGagww3dQZU5LmT/6xCsC6xdB/cc14r2Be0P8a+pNdNaqQCyk1w=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60999-72d20fc9-9f2c-411c-b1d4-2ce0722c2e83.pdf
622,13/marzo/2019,06/julio/2019, ,LAURA JANETH VERDÍN BRENIST(Elabora),CONDENATORIO,ROBO CALIFICADO EJECUTADO CON VIOLENCIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx2RGdMI49/BtXn+ucxa1j/f7OHHcfuKS10q1krpQ8TyVtF+Qnu/KKwFPhMvTIW6+q6KwndXccwPLX+IANJhGU5q2HN1+pMLGtcnPQZd5tEkLK7Kys+WwaPoeqbHf6AN0ZulAgvtL8w1Kjx30+AzkUKpvpGsn0uUGQi27RUwAZ9zlgIyGtXnNiH8ycApMhuzSp4=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\61001-719bbdcf-63be-4e1b-9b35-572c4e56a977.pdf
623,13/marzo/2019,05/julio/2019, ,MANUEL HERNÁNDEZ CERVANTES(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA FÍSICA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx2tGaiMQPofxBx4d/FmU47hQGiriMNde9+v4N5hvPxYEvlSQesVrA1WR2QSyPpzl724RuGIKdFS6IwL27H8t2owUAuFj0xSih3Lk1jMMWeBrNxJcEs+oi2qXV1NOnQ3FYa25fEAH/TXLo3/Be7bAmcXTK/6tybXoxRIjvSvlzvaXnuBd/yzfN82WcvzJAnwmVQ=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\61005-3bc1986a-ea50-4696-8850-2f5ad182ea41.pdf
624,13/marzo/2019,05/julio/2019, ,MARCIA MONTSE IBARRA AZUETA(Elabora),CONDENATORIO,"CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO EN SU VARIANTE DE POSESIÓN SIMPLE DE COCAÍNA,",https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx20nXH9C7VdCWK7dOnetgphbxCrleL5N4cVf23Bxy5nj+DKZCyHPPXVj/4PMKiOwZIEtlovJq9QlvDHxm6IFpzEnNrG+J6CmJInvqB5jm5FjjkfWtL7rrTZK56yHzPHd1ZHgCwaCISwAKwBCxomqZUy5VU6ByDSEjUvsNdNRxL03tBRhr0JwZnvwvvXmBrC+Ig=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\61199-6d222312-df24-4101-afd9-fd5d9e8f08f8.pdf
625,13/marzo/2019,06/julio/2019, ,JOSÉ ANTONIO ALMAGUER GARZA(Elabora),CONDENATORIO,EQUIPARABLE AL ROBO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx2lUfS//6JprAG+6ZCMxf2dBSTE1jIo6bEdEaS/DcN2Fn2gXMnPniTsCpwTBnh1cYI3pnPG/q8RvZ4q7Av/0dqMuyxUq6/Lj8XV/WWzrYQNWydQ6PdcfpbjRVXADNpgLLzB0RBhB7lf5ZayV68ACAseXNuah55v+fYjSeFBKvaUsD25q8uVEgfHPyqmlQKyIYc=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\61201-18b81ef8-f96b-4397-8b8b-90a01f5487cc.pdf
626,13/marzo/2019,06/julio/2019, ,JOSÉ ANTONIO ALMAGUER GARZA(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA FÍSICA Y MORAL,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx0nvKFE6oXNaQMF9oHV24g3gSifEcP5YVElXtvQ6QptEd6lB2JhbdSIiVJ0+R4GvWBKvMzWaYLj45zXXpWoKOneC2sX2E5qJ9W8jjmdACvl4PxOyW8txmPkUdIbL27dIFteSaNABeew0RTbLTUgx4Yi4R39sWBWidzOWa3WN8DyLQxa+8NYOueOKA+xUSri8kE=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\61204-2d949333-e43b-4ed2-a8bc-aede1aded272.pdf
627,12/marzo/2019,31/julio/2019,ROBO CON VIOLENCIA,MANUEL HERNÁNDEZ CERVANTES(Elabora),ABSOLUTORIO,SENTENCIA ABSOLUTORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx2bzvrbzMu7A0sYeoVN+ArKz3Am6VgwgwB6i1sjYSK7qwNFvsJpR/OPL63iEUpz1dL5ZVsZeOg3fh1AaA9shVhOqmmrf0S15RxY94DIrY/Er1+Fa4ULiOf2aK/ftPXJ/4+tVBlTc6HC0ZqQiwARinasPwf9DOBYEeErvO9HZ4SWEB9PhssSd3ZyUAlzBxMjEag=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\61208-9790431b-0128-40fe-acf4-8fd05e06ccc1.pdf
628,12/marzo/2019,31/julio/2019,ROBO CON VIOLENCIA,JOSÉ HUMBERTO DE LEÓN VILLARREAL(Elabora),CONDENATORIO,SE DICTA SENTENCIA CONDENATORIA Y ABSOLUTORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaWYMeFeOkJR9mXVmMUP6gMJWznD1RI7UZFiDQtVUz4QwzxHUXD+1GYFGf8oCYkthQQc6ahgaaiRBnxsHIcL4Y1eRc1z/k0W4j4WUqOvrzakbm+2zXW3vwVQZfyNtob9Jc0lBH1mGF8wXnlPbKeneFLwBg5bDWPsjDKxTw3rCgSkp9qZQ9ac6Ikqu7AhbI80j74=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\46513-649be8b0-49c2-4216-abbc-8cc67019c416.pdf
629,12/marzo/2019,31/julio/2019,"ROBO EQUIPARABLE, ROBO EQUIPARABLE, ROBO EQUIPARABLE","SARA PATRICIA BAZALDÚA PIÑA(Preside), MIGUEL HUGO VÁZQUEZ HERNÁNDEZ(Vocero), JAIME GARZA CASTAÑEDA(Elabora)",CONDENATORIO,SE DICTA SENTENCIA CONDENATORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaXvF7nE4AwIRAVY64ptPBfRDWt4f4ZZ4LOXYRb6nUWY8/Je3kuAutuQ7772AUyXCCayUZzgyCUpPHGqOLva56+TUeqy2+Tolv4Gze+gVpkjyZvsVhm418ZA2D98xNfwLR0CmAqE91gkgpeTnE1+U9NHcuroc+Jnr/CZN+emap2Mi9/xPTdZvt6Y8icB+eI4Bdc=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\46515-03ec3301-9b8a-437e-b90a-e66fc84054da.pdf
630,12/marzo/2019,31/julio/2019,ROBO CON VIOLENCIA,MIGUEL HUGO VÁZQUEZ HERNÁNDEZ(Elabora),CONDENATORIO,.,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaWrkG5sBUFmoOwlcmwp75oxp57rGas3PNx6hUe4oPUkHgchYn1c/Yj+36H7RFCO5aI3iHhivfEbfVXoV1FwaArhyMSq2JthIQPWB/pSGVicjuzeVJRXLmjBZZdgadidZ2sDzX/GhW3MK2OnKRXOYtgBwRWGNDA3Vj0MepsYyzyw7iPuM8+ubLUetqeHyPckkpA=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\46524-456f55c3-e9da-44d9-a031-1cd1a78709e0.pdf
631,12/marzo/2019,31/julio/2019,INCUMPLIMIENTO DE OBLIGACIONES ALIMENTARIAS,SAÚL SILVA MANCILLAS(Elabora),CONDENATORIO,SE DEMOSTRO HECHO Y PARTICIPACION,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaWnPRhe0QgKrLbeO6GslTDMgKrl7W6WghhYTEPMQ4TO4UENzsG8zxjdSCkttfXa2grQmxeLCNHzmcXjimSVpjgpNbrv1hDf1UXLvK+7531YKwn+7PmehWZ6FvTbpdZZvzHO95x3dg/+zUOka+ouAw+X9a6WMtcGj63gy5G061/mjN7PBHWCnH17wGR0eCZNoN4=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\46530-f8105605-d41b-4cd2-b9fc-2011d7c6519f.pdf
632,12/marzo/2019,31/julio/2019,INCUMPLIMIENTO DE OBLIGACIONES ALIMENTARIAS,ALFREDO IRAM CÁZARES AYALA(Elabora),CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaXjHocUrI5JA1gh+uw+Y6nWVND0+z3EVUknH21eEG8cQSRCrGEDdcv3pwGq5P4Q7ukECiF4sMazB/qwC0ku3MwLCWf7nksTlACGUeodS2r8uJi8sw22oXpIaUiC8DDbfMZrsgwkc/HWdtbZRfoEJ6luipMj/rkST5qxMPX1cClpS3u5OHD2Mw2Rb3sZJFMSVnA=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\46548-3f5b482b-58e1-4c8c-b287-e77ef559b68f.pdf
