Fecha Emisión,Fecha Publicación,Delitos-Modalidades,Juez,Sentido del Fallo,Descripción o Criterios Judiciales,Sentencia
28/agosto/2018,25/julio/2019,DELITOS CONTRA LA SALUD NARCOMENUDEO,PATRICIA ALEJANDRA GUTIÉRREZ RAMÍREZ(Elabora),CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypSs9vJwC1TiebXjHmtbi35Th4NELUAtGZtV00I7fR1YUJjHtXd9M9Iph/IcaXlGdD4Hg8ozPPhJ8q0qfPNX81AKQOOo6pFspXbGwA7IHNfs2FQmkYin8DXygcy5zZII24OCad8R9Ioyweb9R18shW4MKpbqb8CrW5PfKHxhbk8lXwDXPJE+rHac/GVqj6vIf6E=
28/agosto/2018,29/julio/2019,HOMICIDIO DOLOSO CALIFICADO,"GILBERTO DE LA FUENTE MORALES(Vocero), JOSÉ HUMBERTO DE LEÓN VILLARREAL(Elabora), JOSÉ LUIS PECINA ALCALÁ(Preside)",CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypRbZY3sQkD69RGCEpSrtOd43NzpMwqB7N10I6ZVzjgWC73SXez3c/vts7Rhfk8o7N00ZR+wGAlOdozeAE4L8FuFYT8f86K17hcb8+0Q0EOKSxP8tOSgJE3ZHajEN12HGXMz2VxfW8bLaTY8Ag9t9avtawEpDZ437+DVkFT9klYqsRLI88xHPViXlIiYVyAJ10I=
21/septiembre/2018,05/julio/2019, ,ÓSCAR ENRIQUE MEDINA PÉREZ(Elabora),CONDENATORIO,"LESIONES,",https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx1YRPCkpkRSoj1r4rl4/oRj5b7qXkmPv4bitSNZVf5MBP2mj0yVocEVnh5pNlofbi0eP/2nAtFV4OwpI3hkdwBhZW1woH9cEAhRWPHi1mxENL5Z3jobikGy6lLCc12CN/2jmbQ8E52l1XVKl2iwKocBX4INQaMOdocge3vVFwfshMoendqwgc2zKp+WCGxthXE=
20/septiembre/2018,25/julio/2019,ROBO CON VIOLENCIA,VERÓNICA CECILIA DÍAZ LANDEROS(Elabora),CONDENATORIO,LA FISCALÍA PROBÓ SU ACUSACIÓN MÁS ALLÁ DE TODA DUDA RAZONABLE.,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx27kmJ3zaN+k1pt0berdjovmSr1nXzKuzzf1H+mkTQuRn90YpBMnktdsTwdSDu/oqpV7V8XKj2zCOAfIBYUJUqpHfq81X7yvN3XMD8BRXfIg4NR+6yPY/tIPvSTACbcVqXa1D9rlHJ5QPfSORmOzo2VrgByl0Z071roGU2CMqGOOmjHngHKnDYFg+j19Kc4c4M=
20/septiembre/2018,25/julio/2019,ROBO CON VIOLENCIA,VERÓNICA CECILIA DÍAZ LANDEROS(Elabora),CONDENATORIO,ABREVIADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypS4fhLQa+UuPUnrSUjcFVMXY6sAgikPnk/VzDRkDKTunvUSA9Jb9MmrtE3OjTvGB3sj97Uuyjpg+y2C/ji6SlzTY3D5zV1AoUjZab1e+3xTyqyyrMk2M5V+zzPgczWxYGN4F4/p6oImUfXAaQIZsBjwo99utOmkf296Pu1u6v2BuRUSFhn0QnHVotzXX0MkK6E=
20/septiembre/2018,25/julio/2019,ROBO CON VIOLENCIA,ARTURO OCTAVIO REYES ARROYO(Elabora),CONDENATORIO,SE DICTA SENTENCIA EN PROCEDIMIENTO ABREVIADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypROc7dTTI0AtNl7VGWZUH+kZ9eCtYVZuRc/33N6LcVhi/u7tbd5iJi8uRciBLf0E2D8q+54FeCzu5I1M1KK/PMVyfwQunC1JwTpFAVTVF4VHDMrLc5Gr5UIQiza/5fwXp9WHVC7N9PrtOr3CwvTDdZOwJYZz1im+xCyqAZ7/0IbrUYedXbJr/YeuZVpWw2znkw=
20/septiembre/2018,25/julio/2019,ROBO CON VIOLENCIA,PRIMITIVO JESÚS GUTIÉRREZ VÉLEZ(Elabora),ABSOLUTORIO,ABSOLUTORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypROfTRU9cS124PQkipfeP5LZ6MQAYEi+/ZbPjBGInQYKR1KF1olQU6wuk540HBKgqvOAFADefDr5EOi4o2+TlvbwdmwbOkz4uFaQABi+yuGxRhxs4UxyePBIioTePUpnhYaBBEpByAIHImg7cSEX0+79FuMfThqBV8NjtBpPQfMbxsFU3hHff8EXqdqtkSw9vs=
20/septiembre/2018,25/julio/2019,VIOLENCIA FAMILIAR EQUIPARADA,RICARDO BECERRA BARRAZA(Elabora),CONDENATORIO,SE DICTA SENTENCIA CONDENATORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypRY5J5li6Lktk7eYYpI29bzE6mH/ozwRQkvovG/DNpjk2DReeeSTNU3xRcwdQWn0+2/zf91IiCOH6WxbY3/C8GTdkJcFo7fXSlAnQ/bnnaPNMC2l5rJN+58YQXezxiva37U9pDlIIk56lekbpikh0DkcZxyJARXH7apP4y0DCvwlxVcLy2t2pYW9ynFtZb9ZVs=
20/septiembre/2018,25/julio/2019,HOMICIDIO CULPOSO,ARTURO DE LUNA MONTEMAYOR(Elabora),CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypRk5I63g5Lw3EZTowQNzZC51US+TeGjDCuUHj2qWnBkwc1HLMzoSvGVTdGjrkKId91uDPuPrjIL6Ua/lpscvcC99Ui1GSQjA4pI6dtYULZ9Rapotls7n6IynpjNalipgcDIew1gXT77k8tWABdbWRKMCnUcQ5JbGzVq5Hb87BzNSJiHHgSuM32UyMi1RW8q96E=
20/septiembre/2018,25/julio/2019,ROBO CON VIOLENCIA,ARTURO DE LUNA MONTEMAYOR(Elabora),CONDENATORIO,CONDENATORIO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypS4OUJUtB9ZVwHaWFTqsMTj6SH3hwrPF4jQgJpDLBmg80eM6mdlYxedKn9PWaAbZfzGvWuKNkHvS9wa/mEtQaMnLTUpsREL26EbRuksZKq3GcNg+0WmJ4/m3DjH2cx6ROIvVQ4xo3IAyX4g8p1yVUd280wTO0Jq6StHU4e3TptpbJpXkTSRoFNY24zLGRYTAug=
20/septiembre/2018,27/julio/2019,ROBO CON VIOLENCIA,"HERLINDO MENDOZA DÍAZ DE LEÓN(Preside), MARÍA FRANCISCA MARROQUÍN AYALA(Vocero), IRMA MORALES MEDINA(Elabora)",CONDENATORIO,SE ACREDITÓ DELITO.,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypTKCZr8H02+thnESnYrE4bY7pVeo4cTA0Fc1v/1pQBdYlNIMS2I4Rxwk3J+3hfkArFLW12KFq2VxO6dJFu/bh8fACed/L67hPoBaTxitc8WXOjAkcYlyPH/q8FZFbDoCEyw6jJHWfjJp/vB3jRE8JJRquAhEdq62wYq6SQMaZadzPIyVeBTcm+kOwyO+B3YcJA=
20/septiembre/2018,05/julio/2019, ,PATRICIA ALEJANDRA GUTIÉRREZ RAMÍREZ(Elabora),CONDENATORIO,SENTENCIA CONDENATORIA ROBO CON VIOLENCIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypQdrQQWiZoVElcxgvIDiUyiYYsspX+x1V9Yt27qmSjhQMTTw4cPzzuO/tDSsYfPYi3SijWR6u9rE68OqAqu9HZdYSuGQfpKtZHgV9zRPylYDVCvimzThKJtAgnznrEjW63ft6w5Gan34TzRvi+GAgUmbFAuU9S7wvAEpwLI0U6VrybuxmN8F2WZr9l4ugOKEIo=
20/septiembre/2018,06/julio/2019, ,JAIME GARZA CASTAÑEDA(Elabora),CONDENATORIO,SENTENCIA CONDENATORIA ROBO CON VIOLENCIA FISICA Y MORAL EN GRADO DE TENTATIVA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIwZ+P6YJ3DqUoHrBGCnfQdM/RrrwAKUjnK/YeJFP397J+H00vQz1qMo+p2JX7UfnHGVAF5SXOPy58YySpPfBjHCGToOxAEw3gns+5xwYrtqXOERcLjiyApzskjoZPuQWE32q4RRIjAzCSg/DyMP0uP1Oc2hAKDEMMkAlU7QaOo6PogpI0wreGHJuDZ2MsEWWaY=
20/septiembre/2018,06/julio/2019, ,MARTHA SILVIA LEAL GARCÍA(Elabora),CONDENATORIO,SENTENCIA CONDENATORIA CONTRA LA SALUD,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIwdC/FjTcpSvQNq7d2CCIc68njjslhzAQoX8H/nJgrc1HTfbdS6+107CfssBAkbEhCFn9B5S+ZUaQfMEgthLJgfKKlYKens+JvJ3iOa2UhxDLWEadMiIRTCgaijdhwRhHTWgbSMeQ+Ae/rGjGgR9M5oNSyt2r6dFYT0gxDH0VqP53/+tchglTGFGpvHWUA8s7E=
19/septiembre/2018,27/julio/2019,ROBO,MIGUEL HUGO VÁZQUEZ HERNÁNDEZ(Elabora),CONDENATORIO,PROCEDIMIENTO ABREVIADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx2SFlAO5M/n9udxl20II/rfz4sHWFX27DaxcduFVlDTSl1zVZF/r4r9eQzPhjBiG6LFVGRMEyzXwqdDITI6Y2KWQ9sfRKu5sd0oqYCQn7VKb1ghwSg0jNo8Gzryy61gXKp+6g8oVMRDPr8HXEfUfhbq5M5P/L9t2RcFKLM3ySbQQwUip0KHy+wuVIWjqx25u2M=
19/septiembre/2018,25/julio/2019,INCUMPLIMIENTO DE OBLIGACIONES ALIMENTARIAS,JOSÉ LUIS PECINA ALCALÁ(Elabora),CONDENATORIO,CONDENATORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypRU1npGgdIDFcXDLdrTh0KWl1pjD4Zp9f/A1JW03IThZkSqh9VflOJMyRwpQKkxKrn/6P3Ax8LjDiniwEU+PaKRTM0mqk6MjerWxMvQZ7QfKgAWrZoaFfOXq+6wNtFBzkoZvgNTdPgUyv2Dtpkmt7Yo4vQ/0FuUUxzahA4LBrsCaaveAHl4C8MuwDzdMSjqx6Y=
19/septiembre/2018,25/julio/2019,HOMICIDIO DOLOSO CALIFICADO,"JOSÉ HUMBERTO DE LEÓN VILLARREAL(Preside), ARTURO OCTAVIO REYES ARROYO(Vocero), OTONIEL LÓPEZ VÁZQUEZ(Elabora)",CONDENATORIO,SENTENCIA DEFINITIVA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypSiP9qgwZcl/ng/FuWrFTGVDc356IC8lil97QcgjQkBD/wbFQbQNxAWeQhG2HOKxQEtNjhG5QSqL5iVGanGVXh7TMGT8NLhA7On6hPoEmSuaCaoLtxCGWdloKLtlR4F6YKyYg18v3Annus+wApU7J3j/tjxAcOq3Lq9JPpzE1+/TPETDBq/hCSFjLXX2IpUpKI=
19/septiembre/2018,05/julio/2019, ,PATRICIA ALEJANDRA GUTIÉRREZ RAMÍREZ(Elabora),CONDENATORIO,SENTENCIA CONDENATORIA ROBO CALIFICADO CON VIOLENCIA Y CONTRA LA SALUD,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypQCmHlFz6qvU5nInPI/oSNKLYHyADXhygUEjoCFIgFe6qAkA++haZiIHEOvzr6FfC1by7Ywiqdt4uggqbeGPi5UFwe4WlgGKFq0IfM2Xgywy5gl/tVIv0g7xcUVlReiNpmAM2gXb09APVKJOxRVTpeWwqjiBlfGj0uiAibrLh6c4BSS/wJfKkWR6y0/tTdZ5q0=
19/septiembre/2018,06/julio/2019, ,ARTURO DE LUNA MONTEMAYOR(Elabora),CONDENATORIO,SENTENCIA CONDENATORIA CONTRA LA SALUD MARIHUANA Y METANFETAMINAS,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIy7ReHpVUdRGNtBqIVMvsOl5GxCkTt9/Rb2nCqnugI2PsvhhIDO44jUNK2xTKpRtLZwH3UF2vXBYrvh/nLtoYb1TXpiIfgGGqRtcTwE1YBz0KZcMCptajjg6v8786XvT3bWN79w1fxF+RZBISnrUHjxYlUfRn7osltlIUw9MM2u1LJGMU0JcylERu1NH5E3w54=
19/septiembre/2018,06/julio/2019, ,VERÓNICA CECILIA DÍAZ LANDEROS(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA MORAL,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIymdg6tLLiG+xsiRicfWUXRvpfynSN0xYpZb5saJhMiTWQ0H9oC4j9smJMEKj7RnGHSBQHJLmqHZOrySbp6K3ObWIv6N5JsRZ3cQcesxGihW1Yi+fi1Cks9AeRrJ0nuNw0/GrZUVW5GJV6TeczXF56IkbPAsMv+EoLIWJHRHOIghUeOmDwVXavtIvg6Xx/q3ZM=
18/septiembre/2018,25/julio/2019,VIOLENCIA FAMILIAR SIMPLE,MARTHA SILVIA LEAL GARCÍA(Elabora),CONDENATORIO,"SE PROBO LA ACUSACION DEL MP, Y LA PARTICIPACION DEL SENTENCIADO",https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypTXSx3hJH9uFfvgOwMJKyED0B4/KUr/CFcpREsr730gN+wmh4hxK8UQ1DIdZ3wULiJinHcsvQbsfxN3ArGCNovloa7BQKHVanjAcsO3POQ4jlHtqsf3iniAFDKT45QdFi5RR6TD6vW5/LglYAGwwHbqGQmL7WaPi0Usl/TFCoc/pex9iQT9LRWlKhWVS7BEDNw=
18/septiembre/2018,25/julio/2019,"PRIVACION ILEGAL DE LA LIBERTAD, PLAGIO Y SECUESTRO SECUESTRO, PRIVACION ILEGAL DE LA LIBERTAD, PLAGIO Y SECUESTRO SECUESTRO","MARÍA FRANCISCA MARROQUÍN AYALA(Preside), ÓSCAR ENRIQUE MEDINA PÉREZ(Elabora), MARÍA DEL ROCÍO ALANÍS GUERRERO(Vocero)",SE REFORMA,"SE ACREDITA DELITO Y RESPONSABILIDAD, ABSOLUTORIA POR COACUSADA",https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypS5FSwmgLOmsvDNw+BbjcA/lr55MrCqWNMxHTPGRbnW07/P180TL+kYmoQTyDP+D0Rec5r0Xd/aONWLB+TsxZryojHyyBSbJX1eTl2GCe6ODRTdLKpJRScsufPQA4j6pd7xi5CvxUYD9UrFKJHFWwzvq2iNzAb9T9L5go/dzOnbLOcP8lQtVDS9Qi/oQeA5gxg=
18/septiembre/2018,25/julio/2019,LESIONES CULPOSAS SIMPLE,MARTHA SILVIA LEAL GARCÍA(Elabora),CONDENATORIO,EL MINISTERIO PÚBLICO PROBÓ SU ACUSACIÓN MÁS ALLÁ DE TODA DUDA RAZONABLE,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypQAMBkjKIQb09kP23Yw3byLBPqUxVfUBi1I4OluvDrzBsjHRPEEWL3oE82WK7W0Ik3efkKYnruUWTRmldLM+fcG1FFBVbVAXgF+UOon/FrKUSvxMNu8NggFbV43hYnil7O1sSK1salWUVZKwaWZ2o8hoXUKo6ywmBm33Mqkz7JS8JCklTuWyOf0dRNkmNicYNk=
18/septiembre/2018,27/julio/2019,VIOLENCIA FAMILIAR SIMPLE,MIGUEL HUGO VÁZQUEZ HERNÁNDEZ(Elabora),CONDENATORIO,CONDENATORIO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypQRRwQj405v0qxCN09w6zpfviNPyh7s5VPF91IkOX4SyBlVZ68SMjUFrCSqlJ02OuwzICmJbM28jJxB0ztfbDmcFTc0wV9Knte9oy8ny9ylWMzPApo+kFzvnAmvLPvpESi0BF2jMYXoqrmQaPL/P6HnkO+MSXn1INhRHaDkHQEWh4es87SSlEVzbBGXuYfp4oA=
18/septiembre/2018,25/julio/2019,HOMICIDIO DOLOSO CALIFICADO,"JOSÉ HUMBERTO DE LEÓN VILLARREAL(Vocero), JOSÉ LUIS PECINA ALCALÁ(Preside), MAGDA LISSETT CASTILLO BETANCOURT(Elabora)",ABSOLUTORIO,SENTENCIA ABSOLUTORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypSKJf8Vc48oPn903MI4IsWzsxi53/7kxshpIOU3Ti784MTQ3w+quMRsB1b8cPiBasNEn4Sh6GwoHchcDJj7xxvYUq6uA0Uan8cFHRxZj671+SdC3c3VNJ0DNgqrjBLNMJTlA6Iniz2kxAcsOB2fFLMZFrxaUvs6AFadx0/GaTMDyeyWkJ50t07uvONYApkg+k0=
18/septiembre/2018,25/julio/2019,DAÑO EN PROPIEDAD AJENA DOLOSO,JOSÉ LUIS PECINA ALCALÁ(Elabora),CONDENATORIO,"SE CONDENÓ A LA PENA MINIMA 6 MESES Y 40 CUOTAS, ADEMAS A LA REPARACION DEL DAÑO POR $7,800.00 PESOS",https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypTXqhi07l64rIVP/lUMjZUuXgZYjkitaLiiS2ppBxPx6ST3p1zcn0ufM9egb0n4xCcw/1eUETYUkka89vWH04Q5A8fqfl5flp8IQp1e16BqLFSTc+kbcZ6Ywbmeq6whmUnl4c0cI7z91+k7lXyfAOpFRp28xJZGwanwWCIVG3VrA8Gu+jVDahnE0PaXZwtGiKo=
18/septiembre/2018,25/julio/2019,"PRIVACION ILEGAL DE LA LIBERTAD, PLAGIO Y SECUESTRO SECUESTRO, PRIVACION ILEGAL DE LA LIBERTAD, PLAGIO Y SECUESTRO","JOSÉ HUMBERTO DE LEÓN VILLARREAL(Vocero), JOSÉ LUIS PECINA ALCALÁ(Preside), MAGDA LISSETT CASTILLO BETANCOURT(Elabora)",CONDENATORIO,SENTENCIA DEFINITIVA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypT7J8C22TdUDZpgll5tKqtXL3+C8uACR/zOAO58nDMsNNLygndWlV9QKwTniZB7p4g9QViGlhgArxmT+6KZBl3b/rK/whUjZSk305qutaD2dDHiIryXhQuGnJanUjAdEWIYRHgJ2TkFeZaAfgSD+jL0QUbB79AF5akjWP3bRIFpbiCrJCnAzHxCu0joUPivEgY=
18/septiembre/2018,25/julio/2019,"ROBO CON VIOLENCIA, ROBO CALIFICADO",JUAN ROBERTO ORTIZ PINTOR(Elabora),CONDENATORIO,CONDENATORIO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypSzIntcoEGeNBSQN7+dTeS2bjm7SfhPIptcgSiQurV0XfwvQl6m+vCCtRH+XwDZc6YdP6PrlMDWQ2V6Ia3W8wUJus3uOkR2wVz1L+IWpYxNOgGMHFq9ipuZLNx3/i6xlZ3LTvdJ1igB83ScEjPEWvmfSQq3e8rLoRphuycePVqBklvAyfVtNNWvCfxs1XnPnIU=
18/septiembre/2018,26/julio/2019,ROBO EQUIPARABLE,JUEZ EXTRA JUICIO(Elabora),CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypSCNg2VEBACSmnc3Syd0MBizyBFwcJG3MRtxIP3vxBbMeXikxVKaKTpHLU3CRAPGor0igbvL/niHnnICSp0r472Hqlu+bUulmsLMhpRJ4NnzIkB31iqw8S6381uc2ZqGxpz8XkxTGsAkyzYwPLN1Bd5ZNpn/RML7Opg54Y8BnVhdjosgxtIUS39g1c+//9KP5s=
17/septiembre/2018,27/julio/2019,"PRIVACION ILEGAL DE LA LIBERTAD, PLAGIO Y SECUESTRO SECUESTRO","HERLINDO MENDOZA DÍAZ DE LEÓN(Vocero), SARA PATRICIA BAZALDÚA PIÑA(Preside), ARTURO CIPRIANO GARZA DE LEÓN(Elabora)",CONDENATORIO,SE ACREDITÓ EL DELITO Y RESPONSABILIDAD PENAL.,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypRSL3PhWQGH+3Qvf0Sa7Tu4J3JGgrgEw724sawb2tyUiQ0h4fyTh6yMeGUz0Gx0NcyoMeUSxoFW4Wr5HObFDiH69+x5RwiwTGYaRP0kH9az2ISEBZvpJwbCzuL4T6V0H1QGqrpQLV4cilOLXjj3jGXcFkaYl+E9aEnPRjSZvN/9Y9Vt6B3U47M1P7P3RBrvchM=
17/septiembre/2018,25/julio/2019,ROBO CALIFICADO,BERTHA YADIRA BACA SAUCEDO(Elabora),CONDENATORIO,LA FISCALÍA PROBÓ SU ACUSACIÓN MÁS ALLÁ DE TODA DUDA RAZONABLE.,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypTfIBhYcRpfrlVFsyujMI0MdIqrt88YbAmCKnxm+juLeXj4pUwC2tieBDWTCbRGxc5bCEgzr5mXal6R31kOEsbXt6r4SpU4ooCTIflg98HYdxRhpSbwuQ+I8zLaM5kNhkUJNy+eYxeAlqnQNVpmqzgtfMF4jvICidEkuu57i86zXDrqIJlaftzkDLwVZDx0bIQ=
17/septiembre/2018,30/julio/2019,LESIONES DOLOSAS SIMPLE,JUAN ROBERTO ORTIZ PINTOR(Elabora),CONDENATORIO,ABREVIADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypRLkO2N8xKGRElueYU/udkgEJ8mTQBtssjF2erdRw/SD9d6Q/BgHstxbhpa3x4W6lx3VrMDE1VGVHAEBQ9kqT+o8n6/GE1odj09sfi+O0sJY7+vSLZbsddYAATbGnfhMkRXTVxtbcsnI/CpCj/BfRneWeVhCSkIo2ufdFWQU/HBjRz7GsbJcrTIoyHUDkelfzM=
17/septiembre/2018,25/julio/2019,"DELITOS CONTRA LA SALUD NARCOMENUDEO, DELITOS CONTRA LA SALUD NARCOMENUDEO",EDUARDO HOYUELA OROZCO(Elabora),SE REFORMA,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypQKeJwcx9uSNZbLB7NSIB6wzF/jea8kSM0AS/54binKhvlrF2egsH/f9Ouyho4Tl7Q7dPPurZeGSpIe1zyXM9cM8yJv3CTRsH7NAm2t3olbVkTdNFH62jJmdrtuWXWBCWrMMljwo/ygJtBvmnLQqJSbTLxlWT2j8PIk+TZeMgf1441GVgWx1Oe5mlk8dlH5sUg=
17/septiembre/2018,25/julio/2019,"AMENAZAS, AMENAZAS",ARTURO DE LUNA MONTEMAYOR(Elabora),CONDENATORIO,"AMENAZAS DE SECUESTRO, TIPO PENAL ESPECIAL",https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypSfLMnlYYZCVjQrB8czhtr03dT7jYvdAduocg8X3uiBgVa4owhR1eK6N31ncPBQ+i+UR61UbXlR73eme2aP6FFn/YlZEvkIh5fsxlDZa3KkHHvnGCDdGAalt34Fzz9YIifqN83DqvvL6iI/OT74/45LrJHWBmoTuVnQTvo1Xwi5oG94z2YzK2D7QLScxb2jTMY=
17/septiembre/2018,25/julio/2019,ROBO EQUIPARABLE,JESÚS DEMETRIO CADENA MONTOYA(Elabora),CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypSf5FbYNYAA7rLwOp4/AQ8VsIeeJ7g6eMcVjnTKjLrRhoxE03TowQU5LezM+y7VRYCAF5GW+udkLdTyDGE/OkBfBJc/CgAt7erk27jV6aszx5sAYloWkLDxdUN+ONplFWsTTZJIAcnvYmw1vRwPWIiSonXGRXNLha+KIutG6BFPnvppt/2DocJdYSD1KqRmaMo=
17/septiembre/2018,25/julio/2019,HOMICIDIO DOLOSO SIMPLE INTENCIONAL,"MARÍA DEL ROSARIO GARZA ALEJANDRO(Elabora), JOSÉ LUIS PECINA ALCALÁ(Vocero), MARTHA SILVIA LEAL GARCÍA(Preside)",ABSOLUTORIO,SE DICTA SENTENCIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypTpYE2MIbGHnDFhDERCoCaGR7stFAsuir1e7HvsbJbQ55h/cvAfUAwFek1S7QJ2j1KZZ4wanqMSk1pEw3eJysKWb15Xq6QFZ2/DTZEawrEoN9XZwcT4HhPKNoThlLhOR3Jo0GzdhpnUC0IKg/1YsMpKq7YKhOvx7gm+BVgMcaIKEa2DI227s/CI1q4oAvkG/pw=
